date,open,high,low,close,volume
2020-02-14 05:00:00,787.22,812.97,785.5,799.9724,14271351
2020-02-18 05:00:00,841.6,860.0,832.36,858.66,14593786
2020-02-19 05:00:00,923.5,944.78,901.02,916.96,23657004
2020-02-20 05:00:00,911.81,912.0,859.94,899.18,16797173
2020-02-21 05:00:00,906.74,913.06,880.45,901.0,13379998
2020-02-24 05:00:00,839.0,863.5,822.2,833.16,14109712
2020-02-25 05:00:00,849.18,856.6,787.0,799.11,16703593
2020-02-26 05:00:00,783.0,813.31,776.11,778.8,13266973
2020-02-27 05:00:00,730.0,739.77,669.0,678.85,22838989
2020-02-28 05:00:00,629.7,690.52,611.52,667.43,23087454
2020-03-02 05:00:00,711.26,743.69,686.67,743.69,18641901
2020-03-03 05:00:00,805.5,806.98,716.1106,745.51,23727404
2020-03-04 05:00:00,763.9603,766.52,724.7345,749.5,13975877
2020-03-05 05:00:00,723.5,745.75,718.07,723.62,10164674
2020-03-06 05:00:00,693.0,707.0,684.27,703.39,23777510
2020-03-09 04:00:00,605.39,662.998,605.0,606.46,15637810
2020-03-10 04:00:00,659.43,668.0,608.0,645.0,14714548
2020-03-11 04:00:00,640.2,653.58,613.0,633.905,12845088
2020-03-12 04:00:00,580.0,594.5,546.25,556.01,17650406
2020-03-13 04:00:00,595.0,607.57,502.0,546.2,21281778
2020-03-16 04:00:00,469.4997,494.8699,442.17,444.9801,38445545
2020-03-17 04:00:00,440.01,471.85,396.0,430.0,23150951
2020-03-18 04:00:00,389.0,404.86,350.51,361.6,39969144
2020-03-19 04:00:00,374.6965,452.0,358.46,427.295,28716890
2020-03-20 04:00:00,438.2,477.0,425.79,427.53,27182628
2020-03-23 04:00:00,433.55,441.9999,410.5,434.29,15611610
2020-03-24 04:00:00,476.3,513.69,474.0,504.3,21685259
2020-03-25 04:00:00,545.25,557.0,511.11,539.175,19706795
2020-03-26 04:00:00,547.39,560.0,512.25,528.05,16688863
2020-03-27 04:00:00,505.0,525.8,494.03,514.56,13608376
2020-03-30 04:00:00,510.26,516.6471,491.23,502.1,11162231
2020-03-31 04:00:00,501.25,542.96,497.0,524.48,16421035
2020-04-01 04:00:00,504.0,513.9548,475.1,481.58,12570750
2020-04-02 04:00:00,481.03,494.2599,446.4,454.47,15413671
2020-04-03 04:00:00,509.5,515.49,468.3901,480.0,21274333
2020-04-06 04:00:00,511.16,521.0,497.96,516.24,27631958
2020-04-07 04:00:00,545.0,565.0,532.34,545.47,17334969
2020-04-08 04:00:00,554.2,557.2081,533.33,548.7,24384936
2020-04-09 04:00:00,562.09,575.1818,557.11,573.01,12745268
2020-04-13 04:00:00,591.0,652.0,580.53,650.9899,21175579
2020-04-14 04:00:00,698.97,741.88,692.43,709.755,57451900
2020-04-15 04:00:00,742.0,753.13,710.0,729.5254,43359242
2020-04-16 04:00:00,716.94,759.45,706.715,745.6545,57474573
2020-04-17 04:00:00,772.28,774.95,747.66,753.65,24322747
2020-04-20 04:00:00,732.7,765.57,712.21,746.35,28421310
2020-04-21 04:00:00,730.12,753.33,673.79,686.72,58529442
2020-04-22 04:00:00,703.98,733.89,688.71,732.15,38252230
2020-04-23 04:00:00,727.6,734.0,703.13,705.63,38120713
2020-04-24 04:00:00,710.81,730.73,698.18,725.0,25102459
2020-04-27 04:00:00,737.61,799.49,735.0,798.92,58450139
2020-04-28 04:00:00,795.64,805.0,756.69,769.11,14526538
2020-04-29 04:00:00,790.17,803.1999,783.16,799.84,12096180
2020-04-30 04:00:00,855.19,869.82,763.5,781.06,53718332
2020-05-01 04:00:00,755.0,772.77,683.04,701.31,31742479
2020-05-04 04:00:00,701.0,762.0,698.0,761.21,36511504
2020-05-05 04:00:00,789.79,798.92,762.18,768.06,16328797
2020-05-06 04:00:00,776.5,789.8,761.11,782.45,21416699
2020-05-07 04:00:00,777.21,796.4,772.35,780.215,11124597
2020-05-08 04:00:00,793.77,824.0,787.01,819.25,31166079
2020-05-11 04:00:00,790.51,824.0,785.0,810.48,31241342
2020-05-12 04:00:00,827.0,843.29,808.0,809.21,15080918
2020-05-13 04:00:00,820.83,826.0,763.3,790.62,18430885
2020-05-14 04:00:00,780.0,803.36,764.0,803.04,13077331
2020-05-15 04:00:00,790.35,805.0486,786.552,799.034,20204818
2020-05-18 04:00:00,827.78,834.7201,803.88,813.51,10969747
2020-05-19 04:00:00,815.17,822.07,806.08,808.0,9331427
2020-05-20 04:00:00,820.5,826.0,811.8,815.46,13799592
2020-05-21 04:00:00,816.0,832.5,796.0,827.75,23543511
2020-05-22 04:00:00,822.1735,831.78,812.0,816.4,19439642
2020-05-26 04:00:00,834.5,834.6,815.705,818.74,7532731
2020-05-27 04:00:00,820.86,827.71,785.0,819.955,11092116
2020-05-28 04:00:00,813.51,824.75,801.69,805.975,7013890
2020-05-29 04:00:00,808.75,835.0,804.21,834.1905,10523947
2020-06-01 04:00:00,858.0,899.0,854.1,897.875,13962296
2020-06-02 04:00:00,894.7,908.66,871.0,881.4,13049927
2020-06-03 04:00:00,888.12,897.94,880.1,882.51,15342518
2020-06-04 04:00:00,889.88,895.75,858.44,864.27,8667226
2020-06-05 04:00:00,877.84,886.52,866.2,885.335,7366347
2020-06-08 04:00:00,919.0,950.0,909.16,948.45,26318875
2020-06-09 04:00:00,940.01,954.4399,923.931,941.5524,21496458
2020-06-10 04:00:00,991.88,1027.48,982.5,1024.974,17023324
2020-06-11 04:00:00,990.2,1018.9599,972.11,972.41,29440376
2020-06-12 04:00:00,980.0,987.98,936.25,936.25,5885153
2020-06-15 04:00:00,917.79,998.84,908.5,990.75,14933856
2020-06-16 04:00:00,1011.85,1012.88,962.39,981.51,26814330
2020-06-17 04:00:00,987.71,1005.0,982.571,990.56,9026154
2020-06-18 04:00:00,1003.0,1019.2,994.4708,1004.02,18626163
2020-06-19 04:00:00,1012.78,1015.9699,991.34,1000.57,7941809
2020-06-22 04:00:00,999.95,1008.88,990.02,994.54,6108565
2020-06-23 04:00:00,998.88,1012.0,994.0101,1001.66,6015204
2020-06-24 04:00:00,994.11,1000.8846,953.1414,960.85,10724665
2020-06-25 04:00:00,954.27,985.98,937.15,985.98,8834648
2020-06-26 04:00:00,994.78,995.0,954.87,960.76,7736337
2020-06-29 04:00:00,969.01,1010.0,948.5201,1009.89,8732336
2020-06-30 04:00:00,1006.5,1087.69,1003.73,1079.0,16212153
2020-07-01 04:00:00,1083.0,1135.33,1080.5,1119.54,12887738
2020-07-02 04:00:00,1221.48,1228.0,1185.6,1208.8,15501212
2020-07-06 04:00:00,1276.69,1377.79,1266.044,1371.0,18885360
2020-07-07 04:00:00,1405.01,1429.5,1336.71,1389.69,20456393
2020-07-08 04:00:00,1405.0,1417.26,1311.34,1365.8054,15747236
2020-07-09 04:00:00,1396.99,1408.56,1351.28,1393.81,11159292
2020-07-10 04:00:00,1396.0,1548.915,1376.0101,1546.01,22730537
2020-07-13 04:00:00,1659.0,1794.99,1471.1101,1494.1,37309610
2020-07-14 04:00:00,1556.0,1590.0,1431.0,1516.385,21744713
2020-07-15 04:00:00,1543.0,1550.0,1457.0,1546.875,15414147
2020-07-16 04:00:00,1477.16,1531.71,1466.0,1498.7701,13387034
2020-07-17 04:00:00,1513.45,1537.51,1490.0,1500.45,8970942
2020-07-20 04:00:00,1519.01,1650.0,1488.0,1642.47,16357003
2020-07-21 04:00:00,1639.93,1675.0,1558.0,1567.58,15315602
2020-07-22 04:00:00,1599.0,1626.42,1562.0,1590.58,11174728
2020-07-23 04:00:00,1678.95,1689.0,1502.64,1513.68,17448163
2020-07-24 04:00:00,1416.01,1465.0,1366.54,1415.56,18634529
2020-07-27 04:00:00,1435.0,1547.94,1413.0002,1539.91,15007344
2020-07-28 04:00:00,1504.0,1564.7,1474.42,1475.35,15010091
2020-07-29 04:00:00,1501.0,1534.81,1487.0,1499.99,9158146
2020-07-30 04:00:00,1488.0,1513.24,1471.0,1487.42,7337598
2020-07-31 04:00:00,1515.0,1517.05,1420.98,1432.0,11885250
2020-08-03 04:00:00,1449.2,1509.81,1444.3844,1484.98,6757657
2020-08-04 04:00:00,1495.01,1527.41,1462.0,1486.25,8233969
2020-08-05 04:00:00,1492.99,1499.8384,1468.31,1485.18,4824461
2020-08-06 04:00:00,1490.83,1517.31,1477.26,1489.69,5817775
2020-08-07 04:00:00,1499.5365,1499.75,1415.01,1453.1,8707648
2020-08-10 04:00:00,1427.54,1439.99,1385.84,1419.0,6238730
2020-08-11 04:00:00,1396.0,1420.0,1365.0,1374.0,7081523
2020-08-12 04:00:00,1470.0,1585.0,1435.0,1554.423,21016580
2020-08-13 04:00:00,1611.0,1651.18,1567.26,1620.71,19063440
2020-08-14 04:00:00,1664.99,1668.8,1626.64,1651.5,11738513
2020-08-17 04:00:00,1677.0,1845.86,1672.83,1835.86,19482112
2020-08-18 04:00:00,1898.99,1923.9,1845.11,1888.11,15300121
2020-08-19 04:00:00,1865.0,1911.0,1841.21,1879.0,11776286
2020-08-20 04:00:00,1860.68,2021.99,1857.06,2001.3,20432043
2020-08-21 04:00:00,2044.76,2095.49,2025.05,2050.0,20572968
2020-08-24 04:00:00,2126.275,2129.0,1927.52,2015.695,19295383
2020-08-25 04:00:00,1974.89,2027.95,1968.0,2024.09,10051608
2020-08-26 04:00:00,2060.0,2166.0,2053.6292,2151.93,13768358
2020-08-27 04:00:00,2180.46,2295.6,2142.5,2239.76,23059123
2020-08-28 04:00:00,2295.12,2318.49,2186.52,2213.52,19360294
2020-08-31 04:00:00,444.61,500.14,440.11,498.51,111197923
2020-09-01 04:00:00,502.14,502.49,470.51,475.04,81257715
2020-09-02 04:00:00,478.99,479.04,405.1206,447.245,92367647
2020-09-03 04:00:00,407.23,431.8,402.0,407.0,80478522
2020-09-04 04:00:00,402.81,428.0,372.0201,417.9307,101060529
2020-09-08 04:00:00,356.0,368.74,329.88,330.02,103446741
2020-09-09 04:00:00,356.6,369.0,341.51,366.21,73161075
2020-09-10 04:00:00,387.72,398.99,360.56,370.5,67341190
2020-09-11 04:00:00,381.94,382.5,360.5,372.4101,58016059
2020-09-14 04:00:00,380.95,420.0,373.3,419.765,79130201
2020-09-15 04:00:00,436.56,461.94,430.7,449.38,93230923
2020-09-16 04:00:00,439.87,457.79,435.31,441.76,68279651
2020-09-17 04:00:00,415.6,437.79,408.0001,423.43,72114062
2020-09-18 04:00:00,447.94,451.0,428.8,440.9701,79958470
2020-09-21 04:00:00,453.13,455.68,407.07,449.41,100472833
2020-09-22 04:00:00,429.6,437.76,417.6001,423.974,66208306
2020-09-23 04:00:00,405.16,412.15,375.8801,380.3885,88358954
2020-09-24 04:00:00,363.8,399.5,351.3,387.63,93527446
2020-09-25 04:00:00,393.47,408.7323,391.3,407.18,64600754
